engine,day,s1,s2,s3,r1,r2,r3,r4,r5,r6,r7,r8,r9,rul,prob
e_031,35,1,8401.48,8.40,30,-1,851.00,1096.97,96.88,62.16,452.36,265.58,532.35,170,0
e_031,36,1,4001.06,7.00,63,-1,971.81,1077.20,106.32,431.14,962.04,240.26,935.82,169,0
e_031,37,0,5001.28,6.21,6,-1,760.94,886.61,76.44,129.36,171.24,569.70,217.32,168,0
e_031,38,1,2000.28,2.50,67,1,992.84,1143.88,110.68,544.30,1216.32,121.78,991.73,167,0
e_031,39,0,4999.68,6.20,6,-1,755.87,889.83,75.96,128.98,181.44,577.66,225.56,166,0
e_031,40,1,7000.06,8.42,35,-1,867.68,1079.85,96.04,166.72,474.68,252.22,566.82,165,0
e_031,41,1,7000.12,8.41,32,-1,852.09,1083.47,97.04,167.94,500.40,253.64,563.81,164,0
e_031,42,1,0.32,0.01,91,1,1085.63,1152.57,118.60,844.12,1585.40,75.50,1268.96,163,0
e_031,43,1,0.24,0.00,91,1,1081.35,1148.71,118.96,844.76,1580.84,83.70,1273.98,162,0
e_031,44,1,0.28,0.00,92,1,1087.60,1150.59,118.72,844.28,1592.04,79.90,1264.47,161,0
e_031,45,1,8400.94,8.40,29,-1,850.35,1107.16,97.44,61.58,441.76,262.56,538.10,160,0
e_031,46,1,2000.84,2.50,69,1,995.99,1149.67,110.48,544.28,1190.00,120.42,991.59,159,0
e_031,47,1,6999.76,8.40,33,-1,865.49,1082.39,96.84,166.50,489.48,256.12,556.46,158,0
e_031,48,1,8400.42,8.40,30,-1,850.60,1102.33,96.40,60.58,501.36,259.90,534.34,157,0
e_031,49,1,7001.24,8.40,31,-1,861.33,1081.69,96.28,167.20,495.48,247.54,565.63,156,0
e_031,50,1,7000.36,8.40,32,-1,862.74,1086.31,97.04,167.02,508.92,258.90,563.77,155,0
e_031,51,1,2000.30,2.50,68,1,998.37,1149.93,110.92,545.12,1187.64,125.64,992.93,154,0
e_031,52,1,2000.98,2.52,68,1,1000.26,1146.10,111.36,544.38,1220.68,120.34,998.03,153,0
e_031,53,1,2000.60,2.50,69,1,1000.60,1145.46,110.00,544.38,1178.12,124.22,987.99,152,0
e_031,54,1,0.18,0.01,93,1,1099.24,1150.94,119.08,844.28,1604.00,75.46,1267.54,151,0
e_031,55,1,4000.60,7.00,62,-1,978.74,1076.41,106.52,431.06,990.56,243.86,937.41,150,0
e_031,56,0,5001.26,6.20,7,-1,759.97,883.32,75.88,129.64,166.80,570.18,230.01,149,0
e_031,57,1,2000.80,2.50,69,1,996.15,1140.91,110.52,544.28,1207.56,118.14,990.28,148,0
e_031,58,1,0.48,0.00,92,1,1082.27,1151.03,119.04,845.50,1628.16,79.08,1271.27,147,0
e_031,59,1,8400.24,8.40,29,-1,847.15,1094.92,97.72,62.06,460.56,268.58,529.27,146,0
e_031,60,1,2000.46,2.50,67,1,1003.33,1143.21,111.00,543.30,1210.28,125.62,995.22,145,0
e_031,61,1,1999.72,2.50,67,1,996.59,1147.02,110.52,543.44,1191.80,124.88,997.24,144,0
e_031,62,0,5001.06,6.20,5,-1,757.87,883.50,75.96,129.62,175.72,569.16,222.93,143,0
e_031,63,1,6999.64,8.40,32,-1,866.27,1077.98,96.56,166.80,479.56,253.78,560.11,142,0
e_031,64,1,8401.48,8.40,31,-1,849.82,1098.99,97.72,62.14,467.92,270.64,530.68,141,0
e_031,65,1,0.28,0.00,93,1,1087.55,1152.53,117.84,845.24,1614.72,76.56,1275.43,140,0
e_031,66,1,0.50,0.00,92,1,1090.94,1150.43,119.24,844.92,1604.44,77.80,1274.94,139,0
e_031,67,1,1999.86,2.52,68,1,999.82,1145.82,110.80,542.94,1191.92,125.76,989.72,138,0
e_031,68,1,8400.04,8.40,30,-1,840.97,1100.61,96.88,62.32,491.32,264.50,542.79,137,0
e_031,69,1,0.38,0.00,90,1,1088.31,1149.86,118.76,845.04,1605.52,84.36,1263.93,136,0
e_031,70,1,4000.20,7.00,64,-1,982.02,1075.75,106.56,430.42,1000.92,240.26,932.23,135,0
e_031,71,1,8401.10,8.40,29,-1,853.54,1105.63,97.36,60.34,469.64,270.20,538.62,134,0
e_031,72,1,0.08,0.00,92,1,1080.43,1155.67,118.36,845.30,1587.84,77.46,1267.55,133,0
e_031,73,1,4000.40,7.01,64,-1,983.54,1077.55,106.64,430.70,957.96,236.32,936.35,132,0
e_031,74,0,4999.88,6.21,4,-1,757.56,888.35,76.32,129.70,172.40,580.38,220.54,131,0
e_031,75,1,8400.06,8.40,29,-1,853.12,1096.71,98.04,60.96,508.72,263.68,532.77,130,0
e_031,76,1,2000.80,2.50,67,1,989.74,1146.95,111.48,544.06,1207.52,121.26,993.32,129,0
e_031,77,1,6999.94,8.40,32,-1,856.18,1080.57,97.32,166.14,515.36,262.58,564.26,128,0
e_031,78,1,1999.96,2.51,67,1,1000.09,1146.98,111.12,544.30,1188.56,120.78,999.10,127,0
e_031,79,1,4001.18,7.01,64,-1,980.75,1071.21,106.76,431.12,981.24,242.38,940.37,126,0
e_031,80,1,0.12,0.00,93,1,1081.48,1158.78,119.36,844.84,1574.92,80.82,1278.13,125,0
e_031,81,1,8399.68,8.42,30,-1,851.80,1097.88,97.08,61.14,462.80,263.60,538.58,124,0
e_031,82,0,5000.96,6.21,5,-1,753.48,893.40,75.88,130.34,173.44,574.28,216.82,123,0
e_031,83,1,8401.32,8.40,29,-1,847.74,1097.83,97.04,61.68,462.08,265.28,541.76,122,0
e_031,84,1,8399.70,8.41,29,-1,854.23,1101.38,98.12,60.94,514.16,266.84,535.87,121,0
e_031,85,1,4000.00,7.00,65,-1,972.37,1074.16,107.32,431.20,977.96,232.82,938.90,120,0
e_031,86,1,0.46,0.00,92,1,1081.98,1153.14,119.00,844.82,1600.36,82.72,1276.63,119,0
e_031,87,0,5000.16,6.20,7,-1,760.55,886.50,77.08,129.98,182.84,583.42,223.62,118,0
e_031,88,1,8400.34,8.42,30,-1,850.69,1101.97,97.00,60.90,482.96,264.44,544.48,117,0
e_031,89,1,8401.34,8.40,30,-1,848.25,1096.45,97.04,61.14,478.76,266.48,539.23,116,0
e_031,90,1,7001.22,8.40,33,-1,861.97,1085.94,96.80,166.42,511.24,262.54,571.36,115,0
e_031,91,1,0.50,0.02,91,1,1086.72,1152.01,119.08,844.34,1615.00,74.06,1278.49,114,0
e_031,92,1,8401.22,8.40,31,-1,852.54,1099.64,97.00,60.90,487.56,267.10,534.85,113,0
e_031,93,1,8401.12,8.40,29,-1,851.47,1102.24,96.88,61.04,470.52,265.42,535.99,112,0
e_031,94,1,0.16,0.02,91,1,1091.00,1154.92,119.36,845.58,1598.64,84.20,1280.73,111,0
e_031,95,1,4000.94,7.01,64,-1,982.36,1074.15,106.52,431.52,960.64,231.98,944.57,110,0
e_031,96,1,7000.40,8.40,32,-1,861.48,1080.79,96.68,166.66,511.16,255.36,561.73,109,0
e_031,97,1,0.40,0.00,93,1,1093.52,1153.41,119.32,844.52,1606.16,83.56,1268.94,108,0
e_031,98,1,7000.28,8.40,33,-1,863.54,1080.65,96.60,166.96,512.56,261.80,566.24,107,0
e_031,99,1,7000.32,8.40,34,-1,859.04,1083.57,97.16,165.16,486.48,259.58,566.18,106,0
e_031,100,1,8401.04,8.42,32,-1,854.76,1096.83,97.68,62.38,483.76,270.32,535.71,105,0
e_031,101,1,8401.26,8.41,29,-1,852.52,1103.06,97.48,61.74,463.20,267.64,545.21,104,0
e_031,102,1,2000.72,2.50,69,1,995.80,1150.64,111.52,543.62,1199.48,129.68,992.99,103,0
e_031,103,1,4001.22,7.01,63,-1,988.03,1075.78,106.48,430.88,988.92,244.44,932.29,102,0
e_031,104,1,8401.20,8.41,31,-1,847.04,1103.19,97.60,61.66,478.40,262.64,537.91,101,0
e_031,105,1,8400.32,8.40,30,-1,853.73,1098.17,97.80,60.32,492.84,269.08,538.81,100,0
e_031,106,1,8399.64,8.41,29,-1,854.65,1100.49,97.92,61.54,473.24,266.44,541.04,99,0
e_031,107,1,8400.16,8.40,32,-1,854.23,1101.46,97.12,61.84,488.08,268.54,540.53,98,0
e_031,108,1,2001.44,2.50,69,1,998.76,1146.43,111.12,543.98,1206.96,126.10,998.04,97,0
e_031,109,1,8400.26,8.41,29,-1,848.42,1106.51,97.48,61.82,505.32,273.82,535.13,96,0
e_031,110,1,0.16,0.00,93,1,1086.65,1151.47,119.44,844.68,1621.76,81.34,1279.55,95,0
e_031,111,1,8400.72,8.40,31,-1,846.83,1100.52,97.76,61.28,479.88,268.08,540.80,94,0
e_031,112,0,5000.64,6.22,7,-1,756.23,891.16,75.80,129.06,189.28,572.26,220.44,93,0
e_031,113,1,8400.32,8.42,32,-1,859.09,1098.98,98.60,61.68,502.76,270.26,532.79,92,0
e_031,114,0,5000.86,6.20,6,-1,758.93,889.25,77.24,129.60,163.72,567.42,224.95,91,0
e_031,115,1,7000.68,8.40,35,-1,867.73,1083.30,97.28,166.70,512.72,262.74,570.53,90,0
e_031,116,1,3999.92,7.02,64,-1,985.88,1074.43,107.00,430.20,1001.48,243.12,934.36,89,0
e_031,117,0,5000.82,6.20,7,-1,759.96,884.08,76.84,129.22,183.28,572.74,230.56,88,0
e_031,118,1,2001.36,2.51,69,1,996.33,1144.19,111.52,543.88,1209.32,126.90,991.61,87,0
e_031,119,1,7001.20,8.41,32,-1,871.66,1085.75,97.92,167.54,491.56,252.90,570.69,86,0
e_031,120,1,7000.52,8.41,34,-1,859.98,1092.56,97.28,166.56,486.24,263.78,570.47,85,0
e_031,121,1,7000.08,8.42,34,-1,871.44,1083.64,97.00,166.12,523.08,262.48,573.53,84,0
e_031,122,1,6999.84,8.40,35,-1,868.49,1084.84,97.60,166.34,529.04,265.26,567.49,83,0
e_031,123,1,8401.18,8.40,33,-1,859.56,1102.36,98.20,61.44,500.16,269.52,541.57,82,0
e_031,124,1,4001.14,7.00,65,-1,980.89,1080.93,107.28,430.16,982.52,235.70,942.61,81,0
e_031,125,1,0.44,0.00,94,1,1089.15,1153.73,119.72,843.46,1582.40,86.02,1281.02,80,0
e_031,126,1,8400.00,8.42,31,-1,858.89,1105.67,97.48,61.42,503.48,262.52,535.84,79,0
e_031,127,1,3999.76,7.00,65,-1,975.00,1077.87,107.00,430.56,984.24,243.62,937.70,78,0
e_031,128,1,4001.16,7.02,67,-1,982.20,1079.33,106.92,430.46,1010.92,242.58,937.43,77,0
e_031,129,1,7000.60,8.41,33,-1,861.10,1084.48,97.80,165.82,519.64,265.28,569.11,76,0
e_031,130,1,8399.78,8.42,32,-1,854.44,1098.92,98.92,61.00,517.92,264.60,541.11,75,0
e_031,131,1,8399.64,8.40,30,-1,855.00,1097.78,98.28,61.90,506.44,260.70,546.38,74,0
e_031,132,0,5000.24,6.21,8,-1,756.89,888.70,78.04,129.28,181.60,580.22,223.22,73,0
e_031,133,1,3999.62,7.00,66,-1,980.44,1070.35,107.00,429.76,995.88,246.62,942.07,72,0
e_031,134,1,4000.04,7.00,66,-1,985.25,1077.79,107.28,429.64,1002.08,249.68,941.67,71,0
e_031,135,0,5001.44,6.21,7,-1,765.94,887.43,76.56,129.48,216.32,574.68,219.97,70,0
e_031,136,1,8399.88,8.40,30,-1,845.30,1103.58,98.12,62.28,485.32,265.74,540.88,69,0
e_031,137,1,0.06,0.02,93,1,1084.94,1158.68,118.84,844.42,1624.92,88.10,1279.62,68,0
e_031,138,1,0.46,0.00,92,1,1089.18,1157.54,120.00,844.40,1605.12,81.26,1282.49,67,0
e_031,139,1,7001.28,8.40,34,-1,863.25,1086.11,97.16,165.98,519.20,271.18,569.09,66,0
e_031,140,1,8400.02,8.40,29,-1,847.76,1101.28,98.40,61.52,485.96,267.16,540.19,65,0
e_031,141,1,0.54,0.00,92,1,1096.45,1155.77,119.12,842.92,1634.52,79.54,1279.91,64,0
e_031,142,0,5000.68,6.20,9,-1,766.35,894.86,77.20,129.54,216.36,579.60,230.30,63,0
e_031,143,1,2000.68,2.50,70,1,1000.78,1152.87,111.84,543.36,1247.68,132.06,999.64,62,0
e_031,144,1,0.24,0.00,93,1,1085.70,1158.74,119.44,843.98,1638.28,87.76,1286.16,61,0
e_031,145,1,8401.48,8.40,31,-1,860.23,1104.46,98.68,61.70,531.20,277.94,549.79,60,0
e_031,146,1,8401.56,8.41,32,-1,856.43,1108.64,99.00,60.86,497.12,274.66,545.64,59,0
e_031,147,1,0.56,0.00,94,1,1094.69,1157.08,120.88,842.80,1630.00,82.14,1277.55,58,0
e_031,148,0,5000.62,6.21,7,-1,762.69,885.93,77.20,130.48,213.56,576.38,222.21,57,0
e_031,149,1,4000.36,7.00,65,-1,982.80,1082.69,107.08,430.20,1025.96,248.04,949.83,56,0
e_031,150,1,0.56,0.01,93,1,1092.76,1153.56,119.80,843.66,1641.68,95.62,1271.40,55,0
e_031,151,1,8400.50,8.40,31,-1,853.24,1107.49,98.72,61.70,543.08,269.58,548.28,54,0
e_031,152,1,8399.68,8.40,33,-1,860.79,1107.26,99.04,60.88,508.64,274.58,541.43,53,0
e_031,153,1,1999.62,2.50,69,1,1003.67,1146.92,112.52,542.86,1240.36,133.72,997.77,52,0
e_031,154,1,8399.94,8.41,32,-1,851.92,1104.93,98.04,60.50,518.80,267.26,544.38,51,0
e_031,155,1,2001.58,2.50,70,1,1006.68,1149.01,111.88,542.38,1253.20,126.56,1002.81,50,0
e_031,156,0,4999.84,6.20,6,-1,764.62,892.60,76.76,129.38,220.68,590.68,229.32,49,0
e_031,157,1,7000.52,8.40,34,-1,865.69,1086.93,98.04,165.90,526.76,264.14,565.41,48,0
e_031,158,1,8401.42,8.40,31,-1,850.45,1107.16,98.20,62.70,535.20,277.26,547.28,47,0
e_031,159,1,3999.80,7.02,68,-1,989.82,1075.59,108.24,429.12,1026.24,251.28,942.90,46,0
e_031,160,1,7001.20,8.40,34,-1,861.31,1090.62,97.52,165.44,506.32,268.08,569.57,45,0
e_031,161,0,5000.32,6.21,6,-1,762.62,891.28,77.32,128.96,196.72,589.32,221.25,44,0
e_031,162,0,5001.48,6.21,7,-1,767.78,889.07,77.52,129.22,214.68,579.58,225.35,43,0
e_031,163,1,2001.02,2.51,71,1,1002.81,1154.56,111.32,542.58,1236.60,138.14,1003.18,42,0
e_031,164,1,2001.48,2.52,70,1,1009.62,1152.99,112.64,542.02,1260.88,139.16,1002.94,41,0
e_031,165,1,0.08,0.00,94,1,1097.14,1158.70,120.96,842.06,1630.36,92.88,1281.35,40,0
e_031,166,1,4000.24,7.01,66,1,983.69,1077.43,108.56,429.32,1007.64,253.56,947.57,39,0
e_031,167,1,8399.72,8.42,33,-1,860.36,1105.96,98.80,60.56,514.80,277.70,548.35,38,0
e_031,168,1,4001.54,7.00,67,-1,985.33,1083.18,107.96,430.76,1000.12,248.58,951.54,37,0
e_031,169,1,8400.64,8.40,31,-1,853.67,1110.48,98.96,60.46,526.00,279.40,550.37,36,0
e_031,170,1,8399.96,8.41,31,-1,855.24,1107.98,99.00,61.18,528.76,279.44,546.37,35,0
e_031,171,1,8400.10,8.41,33,-1,857.98,1111.36,99.28,62.36,530.20,278.16,553.26,34,0
e_031,172,1,7000.82,8.40,35,-1,864.71,1091.39,98.80,166.22,548.96,274.00,576.37,33,0
e_031,173,1,7001.50,8.40,36,-1,869.46,1093.48,98.64,165.24,540.60,261.82,575.32,32,0
e_031,174,1,7001.02,8.40,36,-1,866.62,1094.38,98.36,164.94,538.72,270.00,585.59,31,0
e_031,175,1,8400.78,8.40,33,-1,859.09,1105.95,99.48,60.82,534.92,276.40,548.41,30,0
e_031,176,1,4001.46,7.01,67,-1,993.88,1082.66,108.00,428.62,1056.44,252.00,953.12,29,0
e_031,177,0,5001.22,6.20,8,-1,769.32,889.78,77.88,128.28,226.64,589.18,225.99,28,0
e_031,178,1,7000.30,8.40,35,-1,870.86,1091.08,98.88,165.58,563.84,275.58,581.19,27,0
e_031,179,1,4001.28,7.00,67,1,984.62,1088.91,109.00,428.68,1031.72,257.08,959.07,26,0
e_031,180,0,5000.96,6.20,10,-1,761.02,899.32,77.56,128.86,221.24,590.50,230.46,25,0
e_031,181,1,4001.46,7.00,68,1,994.97,1082.31,108.44,428.22,1012.76,249.56,949.87,24,0
e_031,182,1,7000.66,8.40,37,-1,872.00,1093.93,99.80,165.62,572.56,273.48,581.50,23,0
e_031,183,0,5000.96,6.20,7,-1,770.91,894.00,78.92,128.72,250.48,586.32,237.37,22,0
e_031,184,1,8401.22,8.40,33,-1,861.07,1115.13,98.68,61.34,533.32,280.80,560.58,21,0
e_031,185,1,2000.04,2.50,70,1,1006.91,1154.36,112.64,542.40,1292.04,131.70,1006.85,20,1
e_031,186,1,8400.82,8.40,33,-1,855.74,1113.19,100.24,61.20,569.84,280.96,555.33,19,1
e_031,187,1,2000.52,2.52,73,1,1010.57,1158.18,113.08,541.02,1277.48,149.80,1014.40,18,1
e_031,188,1,1999.94,2.51,72,1,1003.63,1156.55,113.28,541.84,1279.28,140.28,1013.12,17,1
e_031,189,1,2001.24,2.50,73,1,1005.03,1156.18,113.80,542.18,1288.24,135.46,1012.05,16,1
e_031,190,1,2001.20,2.50,70,1,1013.43,1159.36,113.68,541.98,1309.44,142.44,1021.54,15,1
e_031,191,1,2000.62,2.50,72,1,1013.99,1155.77,113.28,541.08,1319.08,137.10,1006.95,14,1
e_031,192,1,8400.26,8.42,33,-1,861.81,1110.44,100.20,60.20,532.88,278.58,558.63,13,1
e_031,193,1,4001.42,7.00,67,1,994.87,1090.18,109.52,429.04,1068.36,258.18,959.12,12,1
e_031,194,1,8400.80,8.40,35,-1,869.15,1107.58,99.40,59.78,550.92,287.22,561.66,11,1
e_031,195,1,7001.38,8.41,36,-1,874.88,1093.90,99.44,165.06,559.08,272.92,577.63,10,1
e_031,196,1,6999.74,8.42,37,-1,871.97,1094.63,99.60,164.94,587.20,274.54,578.90,9,1
e_031,197,1,4000.84,7.00,68,1,1000.19,1084.07,109.84,428.70,1079.20,267.34,959.92,8,1
e_031,198,0,4999.94,6.20,9,-1,771.14,900.07,78.32,128.82,224.96,598.90,238.62,7,1
e_031,199,1,0.42,0.00,96,1,1096.76,1166.95,121.72,840.94,1686.40,100.92,1300.29,6,1
e_031,200,1,4000.48,7.01,68,1,995.65,1093.50,109.56,428.54,1074.76,261.36,961.76,5,1
e_031,201,1,8400.08,8.40,33,-1,860.76,1118.18,100.96,60.58,617.72,287.04,548.48,4,1
e_031,202,1,2000.36,2.50,73,1,1018.30,1164.25,114.28,540.10,1313.68,151.62,1020.31,3,1
e_031,203,1,3999.88,7.02,69,1,996.76,1093.97,109.76,428.82,1095.00,268.64,963.62,2,1
e_031,204,1,7001.06,8.42,36,-1,876.35,1102.97,99.44,164.96,574.12,283.10,581.66,1,1
e_031,205,0,5000.08,6.20,9,-1,770.40,900.94,79.44,127.88,277.20,603.26,241.77,0,1
e_032,1,1,7001.34,8.40,34,-1,860.72,1065.85,96.96,167.00,517.52,261.04,541.96,199,0
e_032,2,1,0.08,0.00,92,1,1090.62,1135.13,119.56,844.06,1595.60,81.82,1250.88,198,0
e_032,3,1,4001.42,7.02,64,-1,986.44,1053.58,106.88,430.58,974.88,245.42,917.70,197,0
e_032,4,0,4999.84,6.20,6,-1,755.54,863.65,76.32,128.86,193.32,577.38,206.02,196,0
e_032,5,0,5000.50,6.22,4,-1,764.49,871.78,76.96,129.94,184.80,572.92,204.71,195,0
e_032,6,1,8401.18,8.40,29,-1,847.52,1075.52,97.84,61.50,470.92,267.88,511.10,194,0
e_032,7,1,7000.92,8.40,34,-1,872.82,1063.85,97.28,167.10,492.12,261.68,548.01,193,0
e_032,8,1,8401.32,8.40,30,-1,853.87,1077.53,98.44,61.86,447.52,271.66,514.44,192,0
e_032,9,1,0.26,0.00,90,1,1081.82,1127.22,118.60,844.44,1589.12,77.98,1245.35,191,0
e_032,10,1,7001.44,8.40,32,-1,859.32,1065.17,97.64,167.30,496.24,256.56,541.50,190,0
e_032,11,1,8400.92,8.40,29,-1,855.68,1075.82,98.12,61.28,451.80,273.54,515.99,189,0
e_032,12,1,7000.94,8.40,32,-1,866.44,1060.42,96.88,166.24,481.20,253.52,544.98,188,0
e_032,13,0,5000.38,6.20,6,-1,759.43,864.25,76.64,129.36,180.44,578.04,198.07,187,0
e_032,14,1,2000.80,2.50,69,1,1003.02,1124.44,111.08,543.66,1175.64,124.70,973.13,186,0
e_032,15,1,0.60,0.00,93,1,1085.80,1131.39,118.56,844.46,1618.00,77.44,1244.17,185,0
e_032,16,0,5000.10,6.20,7,-1,755.14,869.13,76.72,129.54,181.76,574.96,205.31,184,0
e_032,17,0,5001.02,6.22,6,-1,758.84,862.40,76.28,128.70,164.52,571.74,209.94,183,0
e_032,18,1,8399.86,8.41,30,-1,848.41,1080.67,97.84,60.88,464.44,275.12,513.96,182,0
e_032,19,1,4000.68,7.01,64,-1,983.22,1057.20,107.20,430.74,989.88,236.32,911.41,181,0
e_032,20,1,4000.90,7.00,63,-1,976.43,1052.76,107.00,429.60,997.48,246.52,913.64,180,0
e_032,21,1,7001.60,8.42,31,-1,859.52,1063.35,96.76,166.74,501.24,258.04,540.46,179,0
e_032,22,1,8400.86,8.40,31,-1,844.54,1073.93,97.64,62.14,505.80,269.46,510.94,178,0
e_032,23,0,5000.22,6.21,6,-1,766.19,869.48,76.36,129.52,183.72,581.58,206.83,177,0
e_032,24,0,5000.98,6.22,6,-1,756.29,866.63,76.04,129.68,150.76,572.82,198.22,176,0
e_032,25,1,4000.30,7.00,64,-1,984.26,1057.06,106.76,431.52,974.04,237.00,915.94,175,0
e_032,26,0,5000.18,6.22,9,-1,762.60,862.50,77.08,127.80,156.60,576.24,203.11,174,0
e_032,27,1,2000.56,2.50,66,1,1000.88,1122.19,110.92,543.76,1224.44,123.64,965.65,173,0
e_032,28,1,8400.86,8.40,29,-1,849.44,1078.13,97.16,61.10,450.48,269.42,513.81,172,0
e_032,29,1,4001.26,7.01,63,-1,981.80,1051.56,106.48,430.56,972.16,238.98,921.78,171,0
e_032,30,0,5000.78,6.20,7,-1,758.06,869.03,76.84,128.52,193.64,566.76,204.65,170,0
e_032,31,0,5000.26,6.21,6,-1,765.63,868.76,76.56,130.90,182.56,574.88,205.50,169,0
e_032,32,0,5000.54,6.21,6,-1,760.28,866.59,76.44,129.46,156.60,576.58,191.10,168,0
e_032,33,1,8399.78,8.40,30,-1,855.16,1077.28,97.84,61.04,484.32,272.38,511.31,167,0
e_032,34,1,3999.86,7.01,64,-1,980.00,1048.04,107.56,430.30,986.68,238.94,919.20,166,0
e_032,35,1,1999.78,2.50,66,1,996.05,1120.30,110.56,543.26,1210.56,120.40,971.27,165,0
e_032,36,1,4001.18,7.00,62,-1,985.03,1054.77,106.48,431.68,944.24,241.50,923.35,164,0
e_032,37,1,4000.42,7.00,64,-1,976.47,1058.03,107.32,431.06,1004.64,235.40,920.91,163,0
e_032,38,1,8400.14,8.41,31,-1,851.32,1072.77,97.60,61.20,462.08,271.16,512.32,162,0
e_032,39,1,8400.40,8.40,29,-1,856.67,1081.58,97.80,61.44,434.00,268.86,514.14,161,0
e_032,40,1,8400.72,8.41,29,-1,850.57,1078.35,97.28,62.12,472.36,270.56,518.00,160,0
e_032,41,1,1999.76,2.50,68,1,997.68,1122.29,111.52,544.02,1226.88,117.14,973.53,159,0
e_032,42,1,8399.96,8.41,28,-1,855.47,1076.53,97.96,61.24,439.08,280.52,508.31,158,0
e_032,43,1,6999.94,8.40,34,-1,861.82,1063.70,98.04,166.54,488.72,256.40,552.12,157,0
e_032,44,1,8400.52,8.40,30,-1,850.22,1077.38,97.12,61.08,506.64,268.20,511.36,156,0
e_032,45,1,3999.82,7.02,64,-1,979.72,1055.47,106.48,429.26,968.48,241.00,919.10,155,0
e_032,46,0,5001.48,6.20,7,-1,760.61,867.19,75.68,129.72,161.12,579.14,201.90,154,0
e_032,47,0,5001.56,6.20,5,-1,756.21,864.70,76.48,129.96,186.36,567.44,206.06,153,0
e_032,48,1,2000.72,2.50,67,1,996.94,1124.65,111.08,544.50,1232.04,131.72,967.46,152,0
e_032,49,1,2000.98,2.50,69,1,995.94,1125.31,110.80,543.36,1234.40,127.94,969.57,151,0
e_032,50,1,0.34,0.00,92,1,1093.14,1124.52,119.40,844.18,1618.20,85.56,1253.28,150,0
e_032,51,1,8401.34,8.41,30,-1,850.51,1073.77,97.60,60.76,485.56,264.48,514.02,149,0
e_032,52,1,7001.02,8.41,33,-1,862.21,1060.88,97.12,166.34,502.40,254.96,541.20,148,0
e_032,53,0,5000.02,6.20,7,-1,755.03,861.17,76.72,129.82,174.24,573.16,209.27,147,0
e_032,54,1,7001.30,8.40,33,-1,869.60,1058.86,97.08,167.06,486.00,259.50,539.84,146,0
e_032,55,0,5000.64,6.22,7,-1,759.34,867.73,76.12,129.08,200.52,577.44,195.80,145,0
e_032,56,0,5000.64,6.20,6,-1,760.38,866.31,76.44,129.46,163.88,568.42,204.85,144,0
e_032,57,1,4000.28,7.02,64,-1,982.17,1056.96,106.88,430.54,961.32,245.88,917.42,143,0
e_032,58,1,1999.68,2.50,69,1,1006.12,1116.82,111.04,542.52,1214.12,124.42,974.91,142,0
e_032,59,1,7000.74,8.40,31,-1,863.08,1061.94,97.44,165.42,502.32,260.02,545.55,141,0
e_032,60,1,4000.14,7.00,65,-1,978.79,1058.21,107.40,430.84,985.28,247.20,916.18,140,0
e_032,61,1,8400.22,8.40,30,-1,849.32,1071.44,98.20,60.82,508.76,268.78,512.95,139,0
e_032,62,1,7001.28,8.41,33,-1,867.06,1059.83,96.88,165.38,511.88,253.02,542.03,138,0
e_032,63,1,8399.86,8.41,28,-1,850.22,1075.14,97.60,61.02,485.36,277.36,510.01,137,0
e_032,64,1,2001.56,2.50,69,1,992.51,1121.82,110.72,543.70,1213.60,119.54,969.81,136,0
e_032,65,1,8400.80,8.40,29,-1,845.83,1076.56,97.56,60.96,475.12,266.08,505.65,135,0
e_032,66,1,8401.38,8.42,29,-1,846.46,1069.47,98.04,61.30,480.16,271.56,513.21,134,0
e_032,67,1,1999.92,2.51,67,1,998.61,1125.98,110.96,544.68,1213.60,122.02,966.33,133,0
e_032,68,1,7001.14,8.40,31,-1,861.40,1056.99,97.24,166.48,503.80,253.08,535.83,132,0
e_032,69,1,1999.92,2.50,69,1,999.25,1125.16,110.92,543.34,1203.36,129.16,970.37,131,0
e_032,70,1,6999.76,8.42,34,-1,867.38,1058.57,97.96,166.02,509.00,259.86,542.32,130,0
e_032,71,1,4000.20,7.01,63,-1,985.97,1052.65,107.00,430.10,1019.36,241.40,918.04,129,0
e_032,72,1,0.30,0.00,93,1,1086.68,1123.29,119.04,844.36,1606.44,88.96,1245.12,128,0
e_032,73,1,2000.72,2.50,69,1,997.63,1118.79,111.20,543.64,1226.72,127.34,969.10,127,0
e_032,74,1,0.46,0.00,91,1,1089.76,1130.28,119.28,843.36,1592.04,85.28,1245.61,126,0
e_032,75,1,8400.92,8.42,31,-1,848.24,1081.48,97.52,61.68,460.36,273.04,508.02,125,0
e_032,76,1,0.22,0.02,93,1,1078.57,1130.27,120.16,843.30,1618.44,85.34,1247.85,124,0
e_032,77,1,0.54,0.02,93,1,1077.61,1123.13,119.08,843.78,1608.44,85.66,1243.05,123,0
e_032,78,1,7000.12,8.41,34,-1,858.10,1059.93,97.00,165.64,493.16,263.56,536.00,122,0
e_032,79,0,5001.00,6.20,7,-1,767.35,868.66,76.88,128.78,187.80,578.90,204.53,121,0
e_032,80,1,8401.10,8.41,31,-1,855.61,1076.26,98.08,61.08,520.32,262.76,507.55,120,0
e_032,81,1,8400.12,8.40,31,-1,851.51,1076.22,97.92,60.68,467.68,268.96,511.42,119,0
e_032,82,1,7000.70,8.40,33,-1,860.80,1064.30,97.76,165.20,520.04,262.70,543.69,118,0
